DataID,Name,ActualPrice,Price,Brand,isPremium,Rating,Tags,ProductID
311367,Smart Tivi Toshiba 43 inch 43V31MP,6990000.0,5490000.0,Toshiba,0,4.0,43 inch Full HD,43V31MP
303225,Smart Tivi QLED 4K 55 inch Samsung QA55Q60C,15900000.0,14990000.0,Samsung,1,4.0,55 inch 4K,QA55Q60C
279933,Smart Tivi Samsung 4K 55 inch UA55AU7002,10900000.0,8490000.0,Samsung,0,4.5,55 inch 4K,UA55AU7002
308368,Google Tivi Sony 4K 55 inch KD-55X77L,15890000.0,14590000.0,Sony,0,4.0,55 inch 4K,KD-55X77L
303514,Google Tivi QLED TCL 4K 65 inch 65Q646,18990000.0,11990000.0,TCL,1,4.0,65 inch 4K,65Q646
273391,Smart Tivi Samsung 4K Crystal UHD 55 inch UA55BU8000,12900000.0,12900000.0,Samsung,0,4.0,55 inch 4K,UA55BU8000
278555,Smart Tivi LG 4K 65 inch 65UQ8000PSC,25400000.0,13490000.0,LG,1,5.0,65 inch 4K,65UQ8000PSC
279935,Smart Tivi Samsung 4K 43 inch UA43AU7002,8400000.0,6990000.0,Samsung,0,4.0,43 inch 4K,UA43AU7002
303231,Smart Tivi Samsung 4K 55 inch UA55CU8000,13400000.0,12200000.0,Samsung,0,5.0,55 inch 4K,UA55CU8000
278575,Smart Tivi NanoCell LG 4K 65 inch 65NANO76SQA,29900000.0,16890000.0,LG,1,4.0,65 inch 4K,65NANO76SQA
306073,Google Tivi TCL 43 inch 43S5400,6790000.0,5830000.0,TCL,0,4.0,43 inch Full HD,43S5400
303224,Smart Tivi QLED 4K 65 inch Samsung QA65Q60C,18900000.0,16890000.0,Samsung,1,4.0,65 inch 4K,QA65Q60C
308371,Google Tivi Sony 4K 43 inch KD-43X77L,12190000.0,11090000.0,Sony,0,4.0,43 inch 4K,KD-43X77L
306075,Google Tivi TCL 32 inch 32S5400,4790000.0,4140000.0,TCL,0,4.0,32 inch Full HD,32S5400
278576,Smart Tivi NanoCell LG 4K 55 inch 55NANO76SQA,22900000.0,13890000.0,LG,1,4.5,55 inch 4K,55NANO76SQA
278554,Smart Tivi LG 4K 55 inch 55UQ8000PSC,19900000.0,12490000.0,LG,1,4.5,55 inch 4K,55UQ8000PSC
306074,Google Tivi TCL 40 inch 40S5400,5790000.0,5390000.0,TCL,0,4.0,40 inch Full HD,40S5400
303233,Smart Tivi Samsung 4K 43 inch UA43CU8000,10400000.0,9800000.0,Samsung,0,4.5,43 inch 4K,UA43CU8000
281936,Google Tivi TCL 4K 55 inch 55P635,10490000.0,7990000.0,TCL,0,4.0,55 inch 4K,55P635
303230,Smart Tivi Samsung 4K 65 inch UA65CU8000,16400000.0,15400000.0,Samsung,0,4.5,65 inch 4K,UA65CU8000
274761,Google Tivi Sony 4K 55 inch KD-55X80K,17890000.0,15290000.0,Sony,0,4.0,55 inch 4K,KD-55X80K
273392,Smart Tivi Samsung 4K Crystal UHD 43 inch UA43BU8000,9900000.0,9300000.0,Samsung,0,4.5,43 inch 4K,UA43BU8000
278552,Smart Tivi LG 4K 43 inch 43UQ8000PSC,14400000.0,9390000.0,LG,0,4.0,43 inch 4K,43UQ8000PSC
312858,Google Tivi Xiaomi A 32 inch L32M8-P2SEA,4490000.0,3990000.0,Xiaomi,0,4.5,32 inch HD,L32M8-P2SEA
310791,Android Tivi AQUA 43 inch AQT43D67FG,6490000.0,4990000.0,AQUA,0,4.0,43 inch Full HD,AQT43D67FG
312860,Google Tivi Xiaomi A Pro 4K 43 inch L43M8-A2SEA,7990000.0,6690000.0,Xiaomi,0,4.0,43 inch 4K,L43M8-A2SEA
308369,Google Tivi Sony 4K 50 inch KD-50X77L,14690000.0,13690000.0,Sony,0,4.0,50 inch 4K,KD-50X77L
278578,Smart Tivi NanoCell LG 4K 43 inch 43NANO76SQA,15900000.0,11390000.0,LG,1,4.0,43 inch 4K,43NANO76SQA
277446,Google Tivi Sony 32 inch KD-32W830K,8190000.0,7490000.0,Sony,0,4.0,32 inch HD,KD-32W830K
275517,Google Tivi Sony 4K 43 inch KD-43X75K,11390000.0,9890000.0,Sony,0,4.0,43 inch 4K,KD-43X75K
278549,Smart Tivi LG 4K 55 inch 55UQ7550PSF,16900000.0,11890000.0,LG,0,4.0,55 inch 4K,55UQ7550PSF
296875,Smart Tivi Samsung 32 inch UA32T4202,5900000.0,4690000.0,Samsung,0,4.0,32 inch HD,UA32T4202
322217,Google TV  TCL 4K 43 inch 43P79B,8290000.0,7990000.0,TCL,0,0.0,43 inch 4K,43P79B
278546,Smart Tivi LG 4K 43 inch 43UQ7550PSF,12900000.0,8990000.0,LG,0,4.5,43 inch 4K,43UQ7550PSF
303226,Smart Tivi QLED 4K 43 inch Samsung QA43Q60C,12700000.0,12700000.0,Samsung,0,4.0,43 inch 4K,QA43Q60C
274760,Google Tivi Sony 4K 65 inch KD-65X80K,21890000.0,18890000.0,Sony,0,4.0,65 inch 4K,KD-65X80K
311368,Smart Tivi Toshiba 4K 55 inch 55E330MP,11990000.0,9490000.0,Toshiba,0,4.5,55 inch 4K,55E330MP
310792,Android Tivi AQUA 4K 55 inch AQT55D67UG,9490000.0,6990000.0,AQUA,0,5.0,55 inch 4K,AQT55D67UG
308367,Google Tivi Sony 4K 65 inch KD-65X77L,20390000.0,17990000.0,Sony,0,4.0,65 inch 4K,KD-65X77L
279932,Smart Tivi Samsung 4K 65 inch UA65AU7002,13900000.0,10990000.0,Samsung,0,4.0,65 inch 4K,UA65AU7002
275512,Google Tivi Sony 4K 55 inch KD-55X75K,15390000.0,13390000.0,Sony,1,4.0,55 inch 4K,KD-55X75K
273928,Smart Tivi QLED 4K 43 inch Samsung QA43Q60B,12900000.0,12400000.0,Samsung,0,4.0,43 inch 4K,QA43Q60B
